175	1633	
176	1640	
177	1638	
178	1639	
179	1635	
180	1639	
181	1638	
182	1644	
183	1634	
184	1639	
185	1638	
186	1635	
187	1638	
188	1636	
189	1637	
190	1642	
191	1637	
192	1640	
193	1645	
194	1638	
195	1635	
196	1639	
197	1635	
198	1637	
199	1637	
200	1639	
201	1639	
202	1639	
203	1637	
204	1642	
205	1635	
206	1638	
207	1635	
208	1637	
209	1645	
210	1638	
211	1635	
212	1635	
213	1634	
214	1647	
215	1637	
216	1638	
217	1638	
218	1636	
219	1641	
220	1639	
221	1636	
222	1641	
223	1638	
224	1637	
225	1645	
226	1636	
227	1638	
228	1635	
229	1640	
230	1644	
231	1639	
232	1641	
233	1640	
234	1642	
235	1634	
236	1640	
237	1639	
238	1640	
239	1636	
240	1639	
241	1633	
242	1639	
243	1637	
244	1637	
245	1639	
246	1641	
247	1640	
248	1640	
249	1640	
250	1638	
251	1639	
252	1638	
253	1639	
254	1641	
255	1635	
256	1641	
257	1637	
258	1638	
259	1640	
260	1641	
261	1635	
262	1638	
263	1640	
264	1634	
265	1636	
266	1642	
267	1636	
268	1640	
269	1639	
270	1637	
271	1640	
272	1638	
273	1640	
274	1633	
275	1635	
276	1639	
277	1634	
278	1639	
279	1634	
280	1640	
281	1640	
282	1632	
283	1643	
284	1637	
285	1637	
286	1640	
287	1638	
288	1635	
289	1642	
290	1640	
291	1636	
292	1636	
293	1635	
294	1642	
295	1637	
296	1638	
297	1639	
298	1636	
299	1638	
300	1639	
301	1633	
302	1643	
303	1638	
304	1640	
305	1639	
306	1640	
307	1637	
308	1642	
309	1635	
310	1641	
311	1635	
312	1640	
313	1642	
314	1637	
315	1638	
316	1640	
317	1636	
318	1636	
319	1640	
320	1635	
321	1640	
322	1636	
323	1641	
324	1637	
325	1640	
326	1639	
327	1641	
328	1637	
329	1639	
330	1638	
331	1642	
332	1638	
333	1636	
334	1642	
335	1639	
336	1636	
337	1636	
338	1638	
339	1638	
340	1641	
341	1634	
342	1643	
343	1635	
344	1635	
345	1636	
346	1641	
347	1634	
348	1643	
349	1639	
350	1642	
351	1640	
352	1639	
353	1635	
354	1638	
355	1639	
356	1634	
357	1633	
358	1635	
359	1635	
360	1639	
361	1639	
362	1637	
363	1641	
364	1639	
365	1640	
366	1639	
367	1638	
368	1637	
369	1642	
370	1638	
371	1636	
372	1639	
